date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:04:16	29298/29298	---M-Z	200	added ('OK')	application/javascript	etag:%227272-6982fc6a-b60060ac491ef9f6;gz%22	https://giasubinhminh.com/wp-content/plugins/fb-reviews-widget/assets/js/public-main.js?ver=2.4	D:/cloneweb/giasubinhminh.com/wp-content/plugins/fb-reviews-widget/assets/js/public-main7793.js	(from https://giasubinhminh.com/)
09:04:16	194358/194358	---MCZ	200	added ('OK')	application/rss+xml	etag:%22001d88a8ec6d2330bdc7f7f02a6daa74%22	https://giasubinhminh.com/feed/	D:/cloneweb/giasubinhminh.com/feed/index.html	(from https://giasubinhminh.com/)
09:04:16	10712/10712	---MCZ	200	added ('OK')	application/rss+xml	etag:%22001d88a8ec6d2330bdc7f7f02a6daa74%22	https://giasubinhminh.com/comments/feed/	D:/cloneweb/giasubinhminh.com/comments/feed/index.html	(from https://giasubinhminh.com/)
09:04:18	290590/290590	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20Jun%202026%2002:04:20%20GMT	https://giasubinhminh.com/wp-json/	D:/cloneweb/giasubinhminh.com/wp-json/index.html	(from https://giasubinhminh.com/)
09:04:18	77997/77997	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20Jun%202026%2002:04:20%20GMT	https://giasubinhminh.com/wp-json/wp/v2/pages/2678	D:/cloneweb/giasubinhminh.com/wp-json/wp/v2/pages/2678.json	(from https://giasubinhminh.com/)
09:04:19	817/817	---M-Z	200	added ('OK')	text/xml	date:Thu,%2025%20Jun%202026%2002:04:22%20GMT	https://giasubinhminh.com/xmlrpc.php?rsd	D:/cloneweb/giasubinhminh.com/xmlrpc0db0.php	(from https://giasubinhminh.com/)
09:04:22	2627/2627	---M-Z	200	added ('OK')	application/json	date:Thu,%2025%20Jun%202026%2002:04:23%20GMT	https://giasubinhminh.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgiasubinhminh.com%2F	D:/cloneweb/giasubinhminh.com/wp-json/oembed/1.0/embedd76d.json	(from https://giasubinhminh.com/)
09:04:24	2863/2863	---M-Z	200	added ('OK')	text/xml	date:Thu,%2025%20Jun%202026%2002:04:26%20GMT	https://giasubinhminh.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgiasubinhminh.com%2F&format=xml	D:/cloneweb/giasubinhminh.com/wp-json/oembed/1.0/embed56df	(from https://giasubinhminh.com/)
09:04:25	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Jun%202026%2002:04:27%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/cloneweb/www.googletagmanager.com/gtm.125445.delayed	(from https://giasubinhminh.com/)
09:04:26	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	D:/cloneweb/ajax.googleapis.com/ajax/libs/webfont/1/webfont.js	(from https://giasubinhminh.com/)
09:04:26	6939/6939	---M--	200	added ('OK')	image/png	etag:%221b1b-6982fc59-b3a2b8028455a7a4;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/07/logo-1.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/07/logo-1.png	(from https://giasubinhminh.com/)
09:04:26	40567/40567	---M--	200	added ('OK')	image/png	etag:%229e77-6982fc5f-ccf2533da900090a;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/bg-pattern.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/bg-pattern.png	(from https://giasubinhminh.com/)
09:04:26	1811/1811	---M--	200	added ('OK')	image/png	etag:%22713-6982fc5f-bcd7e5e918655233;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/circle-border.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/circle-border.png	(from https://giasubinhminh.com/)
09:04:26	23269/23269	---M--	200	added ('OK')	image/jpeg	etag:%225ae5-6982fc5f-dc347796724b7f8a;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/banner2.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/banner2.jpg	(from https://giasubinhminh.com/)
09:04:27	491931/491931	---M--	200	added ('OK')	image/png	etag:%227819b-6982fc62-415db8b773f439d9;;;%22	https://giasubinhminh.com/wp-content/uploads/2025/01/3-1.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2025/01/3-1.png	(from https://giasubinhminh.com/)
09:04:27	686357/686357	---M--	200	added ('OK')	image/png	etag:%22a7915-6982fc62-b9cd4f548970a0bc;;;%22	https://giasubinhminh.com/wp-content/uploads/2025/01/2-1.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2025/01/2-1.png	(from https://giasubinhminh.com/)
09:04:27	677271/677271	---M--	200	added ('OK')	image/png	etag:%22a5597-6982fc62-3e1f7594b66e8656;;;%22	https://giasubinhminh.com/wp-content/uploads/2025/01/1-1.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2025/01/1-1.png	(from https://giasubinhminh.com/)
09:04:27	46359/46359	---M--	200	added ('OK')	image/png	etag:%22b517-6982fc5f-f242b01defb2646b;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/gs-toa%cc%81n.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/gs-toa%cc%81n.png	(from https://giasubinhminh.com/)
09:04:28	57123/57123	---M--	200	added ('OK')	image/png	etag:%22df23-6982fc5f-e527c477de0135ee;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/img2.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/img2.png	(from https://giasubinhminh.com/)
09:04:28	30776/30776	---M--	200	added ('OK')	image/png	etag:%227838-6982fc5f-8328289a6d9f54a2;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/gs-tie%cc%82%cc%89u-ho%cc%a3c-1.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/gs-tie%cc%82%cc%89u-ho%cc%a3c-1.png	(from https://giasubinhminh.com/)
09:04:28	51214/51214	---M--	200	added ('OK')	image/png	etag:%22c80e-6982fc5f-f80bcc5caa578bd0;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/gsu-Hoa%cc%81.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/gsu-Hoa%cc%81.png	(from https://giasubinhminh.com/)
09:04:28	54725/54725	---M--	200	added ('OK')	image/png	etag:%22d5c5-6982fc5f-38c70a3e2060a833;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/gs-va%cc%86n.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/gs-va%cc%86n.png	(from https://giasubinhminh.com/)
09:04:29	55026/55026	---M--	200	added ('OK')	image/png	etag:%22d6f2-6982fc5f-ff53425c842dadda;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/img3.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/img3.png	(from https://giasubinhminh.com/)
09:04:30	166608/166608	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:32%20GMT	https://giasubinhminh.com/gia-su-day-kem-tai-nha-online-tu-lop-1-12-on-thi-tat-ca-cac-mon/	D:/cloneweb/giasubinhminh.com/gia-su-day-kem-tai-nha-online-tu-lop-1-12-on-thi-tat-ca-cac-mon/index.html	(from https://giasubinhminh.com/)
09:04:30	165377/165377	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:32%20GMT	https://giasubinhminh.com/bang-gia-500-gia-su-mon-toan-gioi-tu-lop-1-12-o-ha-noi/	D:/cloneweb/giasubinhminh.com/bang-gia-500-gia-su-mon-toan-gioi-tu-lop-1-12-o-ha-noi/index.html	(from https://giasubinhminh.com/)
09:04:31	27829/27829	---M--	200	added ('OK')	image/png	etag:%226cb5-6982fc5f-81974f72e633c31e;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/gs-Hoa%cc%81.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/gs-Hoa%cc%81.png	(from https://giasubinhminh.com/)
09:04:31	162870/162870	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:33%20GMT	https://giasubinhminh.com/top-3000-gia-su-tieng-anh-tai-nha-tang-hieu-qua-gap-5-lan/	D:/cloneweb/giasubinhminh.com/top-3000-gia-su-tieng-anh-tai-nha-tang-hieu-qua-gap-5-lan/index.html	(from https://giasubinhminh.com/)
09:04:32	43857/43857	---M--	200	added ('OK')	image/png	etag:%22ab51-6982fc5f-6dd1f5049a3c7009;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/ngoa%cc%a3i-ngu%cc%9b%cc%83.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/ngoa%cc%a3i-ngu%cc%9b%cc%83.png	(from https://giasubinhminh.com/)
09:04:32	154860/154860	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:34%20GMT	https://giasubinhminh.com/gia-su-mon-van/	D:/cloneweb/giasubinhminh.com/gia-su-mon-van/index.html	(from https://giasubinhminh.com/)
09:04:32	1111/1111	---M--	200	added ('OK')	image/png	etag:%22457-6982fc59-c7c9c45b5a94384b;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/07/checkbox-orange.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/07/checkbox-orange.png	(from https://giasubinhminh.com/)
09:04:34	156224/156224	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:36%20GMT	https://giasubinhminh.com/gia-su-mon-hoa/	D:/cloneweb/giasubinhminh.com/gia-su-mon-hoa/index.html	(from https://giasubinhminh.com/)
09:04:34	158172/158172	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:36%20GMT	https://giasubinhminh.com/top-500-gia-su-vat-ly-gia-su-su-pham-gioi/	D:/cloneweb/giasubinhminh.com/top-500-gia-su-vat-ly-gia-su-su-pham-gioi/index.html	(from https://giasubinhminh.com/)
09:04:36	149114/149114	---M--	200	added ('OK')	image/png	etag:%222467a-6982fc59-35d4c05306c4dc9;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/07/img4.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/07/img4.png	(from https://giasubinhminh.com/)
09:04:36	162648/162648	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:37%20GMT	https://giasubinhminh.com/top-1-gia-su-tieu-hoc-su-pham-hoc-phi-chi-tu-100k/	D:/cloneweb/giasubinhminh.com/top-1-gia-su-tieu-hoc-su-pham-hoc-phi-chi-tu-100k/index.html	(from https://giasubinhminh.com/)
09:04:37	157473/157473	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:37%20GMT	https://giasubinhminh.com/gia-su-luyen-day-thi-ielts-co-chung-chi-ielts-8-0-cam-ket-chat-luong/	D:/cloneweb/giasubinhminh.com/gia-su-luyen-day-thi-ielts-co-chung-chi-ielts-8-0-cam-ket-chat-luong/index.html	(from https://giasubinhminh.com/)
09:04:38	190613/190613	---M--	200	added ('OK')	image/jpeg	etag:%222e895-6982fc5c-dd436b3c455de3b;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/26.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/26.jpg	(from https://giasubinhminh.com/)
09:04:38	150582/150582	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:38%20GMT	https://giasubinhminh.com/gia-su-tieng-trung/	D:/cloneweb/giasubinhminh.com/gia-su-tieng-trung/index.html	(from https://giasubinhminh.com/)
09:04:39	150192/150192	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:40%20GMT	https://giasubinhminh.com/gia-su-tieng-nhat/	D:/cloneweb/giasubinhminh.com/gia-su-tieng-nhat/index.html	(from https://giasubinhminh.com/)
09:04:39	150270/150270	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:41%20GMT	https://giasubinhminh.com/gia-su-tieng-han/	D:/cloneweb/giasubinhminh.com/gia-su-tieng-han/index.html	(from https://giasubinhminh.com/)
09:04:40	136227/136227	---M--	200	added ('OK')	image/jpeg	etag:%2221423-6982fc5d-7ad290889aefeabd;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/07.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/07.jpg	(from https://giasubinhminh.com/)
09:04:41	121815/121815	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:42%20GMT	https://giasubinhminh.com/gia-su-nang-khieu/	D:/cloneweb/giasubinhminh.com/gia-su-nang-khieu/index.html	(from https://giasubinhminh.com/)
09:04:41	177111/177111	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:43%20GMT	https://giasubinhminh.com/hoc-phi-bang-gia-gia-su-tai-nha-hn-mon-toan-anh-van-hoa-ly/	D:/cloneweb/giasubinhminh.com/hoc-phi-bang-gia-gia-su-tai-nha-hn-mon-toan-anh-van-hoa-ly/index.html	(from https://giasubinhminh.com/)
09:04:42	102593/102593	---M--	200	added ('OK')	image/jpeg	etag:%22190c1-6982fc5d-d599b275b866e6ba;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/11.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/11.jpg	(from https://giasubinhminh.com/)
09:04:42	116394/116394	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:43%20GMT	https://giasubinhminh.com/chia-se-kinh-nghiem/	D:/cloneweb/giasubinhminh.com/chia-se-kinh-nghiem/index.html	(from https://giasubinhminh.com/)
09:04:43	118717/118717	---M--	200	added ('OK')	image/jpeg	etag:%221cfbd-6982fc5d-2ad7877b9d4bcb40;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/09.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/09.jpg	(from https://giasubinhminh.com/)
09:04:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:44%20GMT	https://giasubinhminh.com/category/lien-he/	D:/cloneweb/giasubinhminh.com/category/lien-he/index.html	(from https://giasubinhminh.com/)
09:04:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:45%20GMT	https://giasubinhminh.com/gia-su-theo-mon/gia-su-mon-toan/	D:/cloneweb/giasubinhminh.com/gia-su-theo-mon/gia-su-mon-toan/index.html	(from https://giasubinhminh.com/)
09:04:44	155503/155503	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:46%20GMT	https://giasubinhminh.com/gia-su-mon-toan/	D:/cloneweb/giasubinhminh.com/gia-su-mon-toan/index.html	(from https://giasubinhminh.com/)
09:04:44	17666/17666	---M--	200	added ('OK')	image/jpeg	etag:%224502-6982fc5c-b4310b042c058b92;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/8eaa9679b414840d72f2cb29a8fe81e1.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/8eaa9679b414840d72f2cb29a8fe81e1.jpg	(from https://giasubinhminh.com/)
09:04:44	33532/33532	---M--	200	added ('OK')	image/jpeg	etag:%2282fc-6982fc5b-c2c150c648fb488e;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/dai-hoc-bach-khoa.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/dai-hoc-bach-khoa.jpg	(from https://giasubinhminh.com/)
09:04:45	43946/43946	---M--	200	added ('OK')	image/png	etag:%22abaa-6982fc5c-11b35586ff12c264;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/logo-daihocsuphamhanoi.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/logo-daihocsuphamhanoi.png	(from https://giasubinhminh.com/)
09:04:45	88525/88525	---M--	200	added ('OK')	image/jpeg	etag:%22159cd-6982fc5c-d4fd7f4a53ec62d7;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/logo-DHThuongmai.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/logo-DHThuongmai.jpg	(from https://giasubinhminh.com/)
09:04:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:47%20GMT	https://giasubinhminh.com/gia-su-theo-mon/gia-su-mon-anh/	D:/cloneweb/giasubinhminh.com/gia-su-theo-mon/gia-su-mon-anh/index.html	(from https://giasubinhminh.com/)
09:04:45	95586/95586	---M--	200	added ('OK')	image/jpeg	etag:%2217562-6982fc5b-8dae9f0f5192711f;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/logo-dai-hoc-luat-ha-noi.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/logo-dai-hoc-luat-ha-noi.jpg	(from https://giasubinhminh.com/)
09:04:45	60847/60847	---M--	200	added ('OK')	image/jpeg	etag:%22edaf-6982fc5c-b7ee81d952de11d2;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/logo-dai-hoc-thu-do-ha-noi.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/logo-dai-hoc-thu-do-ha-noi.jpg	(from https://giasubinhminh.com/)
09:04:45	70601/70601	---M--	200	added ('OK')	image/jpeg	etag:%22113c9-6982fc5c-508fee44d32377df;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/LogoDHYDUOCTN.jpg	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/LogoDHYDUOCTN.jpg	(from https://giasubinhminh.com/)
09:04:46	15414/15414	---M--	200	added ('OK')	image/png	etag:%223c36-6982fc5c-7f983de03eeaee7f;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/vnu_branding_logo_01.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/vnu_branding_logo_01.png	(from https://giasubinhminh.com/)
09:04:46	3971/3971	---M--	200	added ('OK')	image/png	etag:%22f83-6982fc5c-be40e05dfdd5b978;;;%22	https://giasubinhminh.com/wp-content/uploads/2018/09/images.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2018/09/images.png	(from https://giasubinhminh.com/)
09:04:46	132535/132535	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:48%20GMT	https://giasubinhminh.com/gia-su-mon-anh/	D:/cloneweb/giasubinhminh.com/gia-su-mon-anh/index.html	(from https://giasubinhminh.com/)
09:04:47	96148/96148	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jun%202026%2002:04:48%20GMT	https://giasubinhminh.com/danh-muc-gia-su-tieu-hoc/	D:/cloneweb/giasubinhminh.com/danh-muc-gia-su-tieu-hoc/index.html	(from https://giasubinhminh.com/)
09:04:47	6814/6814	---M--	200	added ('OK')	image/png	etag:%221a9e-6982fc5f-bab56a06167864f7;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/DH-Ha-noi.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/DH-Ha-noi.png	(from https://giasubinhminh.com/)
09:04:48	117477/117477	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:50%20GMT	https://giasubinhminh.com/gia-su-tieu-hoc/	D:/cloneweb/giasubinhminh.com/gia-su-tieu-hoc/index.html	(from https://giasubinhminh.com/)
09:04:48	62248/62248	---M--	200	added ('OK')	image/png	etag:%22f328-6982fc5f-da95dba256605543;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/Khoa-hoc-tu-nhien-HN.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/Khoa-hoc-tu-nhien-HN.png	(from https://giasubinhminh.com/)
09:04:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:51%20GMT	https://giasubinhminh.com/gia-su-theo-mon/gia-su-mon-hoa/	D:/cloneweb/giasubinhminh.com/gia-su-theo-mon/gia-su-mon-hoa/index.html	(from https://giasubinhminh.com/)
09:04:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:51%20GMT	https://giasubinhminh.com/gia-su-theo-mon/gia-su-mon-van/	D:/cloneweb/giasubinhminh.com/gia-su-theo-mon/gia-su-mon-van/index.html	(from https://giasubinhminh.com/)
09:04:49	14710/14710	---M--	200	added ('OK')	image/png	etag:%223976-6982fc5f-80c10b5ab926e54b;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/Ngoai-thuong-HN.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/Ngoai-thuong-HN.png	(from https://giasubinhminh.com/)
09:04:49	9017/9017	---M--	200	added ('OK')	image/png	etag:%222339-6982fc5f-238bedb9125e52b3;;;%22	https://giasubinhminh.com/wp-content/uploads/2020/07/Ngoai-ngu-HN.png	D:/cloneweb/giasubinhminh.com/wp-content/uploads/2020/07/Ngoai-ngu-HN.png	(from https://giasubinhminh.com/)
09:04:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2002:04:51%20GMT	https://giasubinhminh.com/gia-su-theo-mon/gia-su-mon-ly/	D:/cloneweb/giasubinhminh.com/gia-su-theo-mon/gia-su-mon-ly/index.html	(from https://giasubinhminh.com/)
09:04:50	12461/12461	---M-Z	200	added ('OK')	application/x-javascript	etag:%220b69c9642cc594e0a580aaf54a818fd0%22	https://connect.facebook.net/vi_VN/sdk.js	D:/cloneweb/connect.facebook.net/vi_VN/sdk.js	(from https://giasubinhminh.com/)
09:04:50	4776/4776	---M-Z	200	added ('OK')	application/javascript	etag:%2212a8-6982fc77-597fdb31302deb0e;gz%22	https://giasubinhminh.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	D:/cloneweb/giasubinhminh.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://giasubinhminh.com/)
09:04:52	149691/149691	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2002:04:53%20GMT	https://giasubinhminh.com/gia-su-mon-ly/	D:/cloneweb/giasubinhminh.com/gia-su-mon-ly/index.html	(from https://giasubinhminh.com/)
09:04:52	96145/96145	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jun%202026%2002:04:54%20GMT	https://giasubinhminh.com/danh-muc-gia-su-ngoai-ngu/	D:/cloneweb/giasubinhminh.com/danh-muc-gia-su-ngoai-ngu/index.html	(from https://giasubinhminh.com/)
